-11,283391
-7,595415
-15,377523
-9,205205
-9,976252
-13,948213
-13,261644
-6,296435
-6,966009
-11,693896
-13,256227
-9,643071
-7,876984
-7,117301
-7,043667
-12,792963
-9,285294
-10,267588
-8,002832
-13,001064
-9,395902
-8,585460
-6,568476
-7,040055
-8,720233
-11,691671
-10,780029
-10,860631
-12,171373
-12,422184
-10,337544
-5,094007
-8,888257
-9,377417
-12,109062
-8,464576
-11,804488
-11,434487
-13,812753
-11,096051
-13,104563
-8,186958
-13,409782
-10,386988
-7,650733
-10,009317
-12,036862
-9,336711
-14,762301
-9,346709
-9,238593
-8,199393
-11,316297
-7,149873
-12,167811
-5,615535
-9,792366
-7,353863
-8,881637
-5,392040
-13,241588
-10,259116
-10,338615
-8,689756
-13,416504
-8,788564
-8,496647
-11,969696
-9,440476
-11,776157
-8,467947
-6,374221
-10,869004
-11,159759
-8,487629
-11,221062
-11,885759
-13,297084
-10,585423
-13,720792
-6,075629
-10,182262
-9,267387
-9,310270
-8,841656
-7,585624
-9,702876
-7,064755
-7,541422
-7,365892
-14,258564
-6,736980
-9,327290
-10,127337
-7,224372
-9,111710
-9,383537
-10,830105
-11,700951
-7,677049
-7,887716
-9,395322
-12,881846
-10,747985
-12,443869
-13,807762
-11,278273
-6,489334
-12,452632
-8,321803
-9,623371
-8,846694
-11,943809
-12,198137
-12,753656
-5,500841
-11,139080
-5,755686
-7,407751
-9,567105
-9,463150
-7,485492
-9,892775
-11,996434
-10,449118
-8,326421
-6,866985
-15,232113
-12,235988
-11,612576
-9,048012
-9,562793
-6,378989
-11,694814
-8,291371
-9,251047
-12,219313
-9,361242
-6,103117
-11,184111
-7,128465
-11,616471
-12,456855
-7,202741
-12,003798
-11,203403
-6,707703
-9,952332
-8,776189
-9,328701
-11,465935
-11,680549
-9,896212
-13,119122
-14,340928
-10,741806
-7,416485
-11,673025
-8,575561
-10,861723
-5,923236
-13,600017
-14,053383
-10,317447
-11,149791
-12,615921
-11,646827
-8,739909
-11,166055
-7,191574
-13,453365
-7,965645
-11,295769
-12,214248
-10,381585
-9,534157
-10,820016
-10,327501
-6,683783
-9,832718
-14,523312
-11,368158
-8,997596
-8,111329
-8,669782
-9,297577
-9,786759
-9,086076
-9,948841
-12,528491
-13,347453
-12,857916
-10,421743
-14,676168
-10,159562
-11,987152
-11,247178
-10,706115
-6,472086
-10,825167
-11,312450
-14,067103
-6,298087
-9,423736
-8,544503
-6,989802
-9,553458
-7,120861
-7,657869
-11,019922
-8,636208
-14,047122
-8,365064
-6,494131
-6,060374
-11,615400
-7,039154
-5,792261
-13,507404
-11,866525
-8,194087
-6,569116
-8,218921
-7,081343
-12,417443
-9,346366
-8,572273
-6,861133
-11,324827
-9,145757
-7,250113
-7,658935
-6,343629
-7,912018
-6,689137
-9,481054
-15,769646
-5,863205
-10,352631
-10,561259
-13,137731
-9,311705
-11,103871
-11,991060
-9,860403
-10,045982
-8,941143
-12,162013
-9,798787
-8,438599
-14,523114
-8,113222
-10,545912
-13,824855
-11,906833
-9,695630
-5,843638
-9,199235
-7,583371
-10,520248
-9,465248
-8,159166
-12,174223
-7,985132
-5,871227
-8,231769
-8,448429
-11,883257
-9,714113
-11,972256
-11,121418
-9,505733
-11,081063
-6,050719
-9,082155
-6,811453
-7,783375
-9,129881
-10,755903
-6,806921
-12,028656
-8,652791
-10,978361
-13,021031
-9,695601
-13,586367
-12,758463
-7,791909
-8,159068
-10,975555
-13,629596
-10,137867
-9,088466
-10,637083
-10,741332
-7,024803
-15,750137
-8,905892
-11,338219
-8,329918
-9,174311
-12,227125
-7,252553
-12,047769
-9,987769
-9,413884
-11,189939
-14,102403
-7,558632
-7,957453
-10,956236
-10,093960
-7,963094
-12,548715
-8,671441
-7,234503
-8,567722
-12,110377
-8,032979
-10,470024
-9,416348
-12,053783
-7,747540
-12,352410
-8,964037
-10,706050
-12,438468
-7,182506
-7,184450
-16,052420
-9,918034
-10,308211
-8,906604
-14,371739
-6,696671
-8,034208
-9,005714
-8,329428
-11,060486
-10,693029
-11,731070
-5,838140
-6,641012
-9,485022
-14,061514
-10,703846
-9,033903
-11,041117
-9,197901
-9,407972
-12,703275
-10,524319
